seq,TABLE_NAME,TABLE_COMMENTS,COLUMN_ID,COLUMN_NAME,COLUMN_COMMENTS,DATA_TYPE,IDX,COL_TOT,PK_COL,POSITION,,PK
1860,_TPEAcIncomingItem,공기업수입세부,11,EvidSeq,증빙내부코드,int(10),11,34,,,,
1861,_TPEAcIncomingItem,공기업수입세부,12,AccSeq,계정내부코드,int(10),12,34,,,,
1862,_TPEAcIncomingItem,공기업수입세부,13,OppAccSeq,상대계정,int(10),13,34,,,,
1863,_TPEAcIncomingItem,공기업수입세부,14,VatAccSeq,부가세계정,int(10),14,34,,,,
1864,_TPEAcIncomingItem,공기업수입세부,15,BankSeq,금융기관지점내부코드,int(10),15,34,,,,
1865,_TPEAcIncomingItem,공기업수입세부,16,BankAccSeq,계좌코드,int(10),16,34,,,,
1866,_TPEAcIncomingItem,공기업수입세부,17,Remark,비고,nvarchar(1000),17,34,,,,
1867,_TPEAcIncomingItem,공기업수입세부,18,SlipSeq,전표내부코드,int(10),18,34,,,,
1868,_TPEAcIncomingItem,공기업수입세부,19,LastUserSeq,작업자,int(10),19,34,,,,
1869,_TPEAcIncomingItem,공기업수입세부,20,LastDateTime,작업일시,datetime(8),20,34,,,,
1870,_TPEAcIncomingItem,공기업수입세부,21,IncomingItemName,수입세부내역,nvarchar(1000),21,34,,,,
1871,_TPEAcIncomingItem,공기업수입세부,22,TaxDate,입금일자,nchar(8),22,34,,,,
1872,_TPEAcIncomingItem,공기업수입세부,23,IncomingWay,입금방법코드,int(10),23,34,,,,
1873,_TPEAcIncomingItem,공기업수입세부,24,DetlBizSeq,세부사업코드,int(10),24,34,,,,
1874,_TPEAcIncomingItem,공기업수입세부,25,IsRepay,입금처리사용,nchar(1),25,34,,,,
1875,_TPEAcIncomingItem,공기업수입세부,26,SourceDiv,원천구분,int(10),26,34,,,,
1876,_TPEAcIncomingItem,공기업수입세부,27,SourceSeq,원천코드,nvarchar(1000),27,34,,,,
1877,_TPEAcIncomingItem,공기업수입세부,28,BillSeq,세금계산서코드,int(10),28,34,,,,
1878,_TPEAcIncomingItem,공기업수입세부,29,BillSerl,세금계산서하위코드,int(10),29,34,,,,
1879,_TPEAcIncomingItem,공기업수입세부,30,CustBankInfo,거래처금융정보,nvarchar(1000),30,34,,,,
1880,_TPEAcIncomingItem,공기업수입세부,31,SMVatType,부가세종류,int(10),31,34,,,,
1881,_TPEAcIncomingItem,공기업수입세부,32,Remark2,비고2,nvarchar(1000),32,34,,,,
1882,_TPEAcIncomingItem,공기업수입세부,33,UseDeptSeq,사용부서,int(10),33,34,,,,
1883,_TPEAcIncomingItem,공기업수입세부,34,UseEmpSeq,사용자,int(10),34,34,,,,
1899,_TPEAcMonthClose,공기업지출월마감,1,CompanySeq,법인내부코드,int(10),1,7,,,,
1900,_TPEAcMonthClose,공기업지출월마감,2,AccYY,회계연도,nchar(4),2,7,,,,
1901,_TPEAcMonthClose,공기업지출월마감,3,SMBgtCurrType,예산현액구분,int(10),3,7,,,,
1902,_TPEAcMonthClose,공기업지출월마감,4,PayYM,지출월,nchar(6),4,7,,,,
1903,_TPEAcMonthClose,공기업지출월마감,5,IsClose,마감여부,nchar(1),5,7,,,,
1904,_TPEAcMonthClose,공기업지출월마감,6,LastUserSeq,작업자,int(10),6,7,,,,
1905,_TPEAcMonthClose,공기업지출월마감,7,LastDateTime,작업일시,datetime(8),7,7,,,,
1693,_TPEAcOutgoing,공기업지출,1,CompanySeq,법인내부코드,int(10),1,24,CompanySeq,1,,1
1694,_TPEAcOutgoing,공기업지출,2,OutgoingSeq,지출내부코드,int(10),2,24,OutgoingSeq,2,,1
1695,_TPEAcOutgoing,공기업지출,3,BizUnit,사업부문,int(10),3,24,,,,
1696,_TPEAcOutgoing,공기업지출,4,AccYY,회계연도,nchar(4),4,24,,,,
1697,_TPEAcOutgoing,공기업지출,5,OutgoingDate,지출일자,nchar(8),5,24,,,,
1698,_TPEAcOutgoing,공기업지출,6,DeptSeq,지출부서,int(10),6,24,,,,
1699,_TPEAcOutgoing,공기업지출,7,BgtDeptSeq,#예산관리단위,int(10),7,24,,,,
1700,_TPEAcOutgoing,공기업지출,8,EmpSeq,지출담당자,int(10),8,24,,,,
1701,_TPEAcOutgoing,공기업지출,9,SMExpKind,지출예산구분,int(10),9,24,,,,
1702,_TPEAcOutgoing,공기업지출,10,DetlBizSeq,세부사업,int(10),10,24,,,,
1703,_TPEAcOutgoing,공기업지출,11,SMExpType,지출구분,int(10),11,24,,,,
1704,_TPEAcOutgoing,공기업지출,12,OutgoingName,지출명,nvarchar(1000),12,24,,,,
1705,_TPEAcOutgoing,공기업지출,13,OutgoingRsn,지출사유,nvarchar(1000),13,24,,,,
1706,_TPEAcOutgoing,공기업지출,14,CauseSeq,원인행위내부코드,int(10),14,24,,,,
1707,_TPEAcOutgoing,공기업지출,15,BatchYN,지출원인행위등록여부,nchar(1),15,24,,,,
1708,_TPEAcOutgoing,공기업지출,16,OutgoingNo,지출결의번호,nvarchar(20),16,24,,,,
1709,_TPEAcOutgoing,공기업지출,17,AttachData,첨부자료,nvarchar(1000),17,24,,,,
1710,_TPEAcOutgoing,공기업지출,18,IsConfirm,확정여부,nvarchar(1000),18,24,,,,
1711,_TPEAcOutgoing,공기업지출,19,AccUnit,회계단위내부코드,int(10),19,24,,,,
1712,_TPEAcOutgoing,공기업지출,20,SourceDiv,원천구분,int(10),20,24,,,,
1713,_TPEAcOutgoing,공기업지출,21,SourceSeq,원천코드,int(10),21,24,,,,
1714,_TPEAcOutgoing,공기업지출,22,AccDate,,nchar(8),22,24,,,,
1715,_TPEAcOutgoing,공기업지출,23,LastUserSeq,작업자,int(10),23,24,,,,
1716,_TPEAcOutgoing,공기업지출,24,LastDateTime,작업일시,datetime(8),24,24,,,,
1717,_TPEAcOutgoingItem,공기업지출세부,1,CompanySeq,법인내부코드,int(10),1,60,CompanySeq,1,,1
1718,_TPEAcOutgoingItem,공기업지출세부,2,OutgoingSeq,지출내부코드,int(10),2,60,OutgoingSeq,2,,1
1719,_TPEAcOutgoingItem,공기업지출세부,3,Serl,순번,int(10),3,60,Serl,3,,1
1720,_TPEAcOutgoingItem,공기업지출세부,4,BgtItemSeq,편성목코드,int(10),4,60,,,,
1721,_TPEAcOutgoingItem,공기업지출세부,5,BgtClassSeq,통계목코드,int(10),5,60,,,,
1722,_TPEAcOutgoingItem,공기업지출세부,6,BgtClassName,통계목명,nvarchar(200),6,60,,,,
1723,_TPEAcOutgoingItem,공기업지출세부,7,SetAmt,지출금액,decimal(19),7,60,,,,
1724,_TPEAcOutgoingItem,공기업지출세부,8,PayAmt,지급명령금액,decimal(19),8,60,,,,
1725,_TPEAcOutgoingItem,공기업지출세부,9,CurAmt,공급가액,decimal(19),9,60,,,,
1726,_TPEAcOutgoingItem,공기업지출세부,10,CurVat,부가세,decimal(19),10,60,,,,
1727,_TPEAcOutgoingItem,공기업지출세부,11,ChargeAmt,수수료,decimal(19),11,60,,,,
1728,_TPEAcOutgoingItem,공기업지출세부,12,EvidSeq,증빙내부코드,int(10),12,60,,,,
1729,_TPEAcOutgoingItem,공기업지출세부,13,TaxDate,세금계산서일,nchar(8),13,60,,,,
1730,_TPEAcOutgoingItem,공기업지출세부,14,NDVATAmt,불공제세,decimal(19),14,60,,,,
1731,_TPEAcOutgoingItem,공기업지출세부,15,AccSeq,계정내부코드,int(10),15,60,,,,
1732,_TPEAcOutgoingItem,공기업지출세부,16,CustSeq,거래처내부코드,int(10),16,60,,,,
1733,_TPEAcOutgoingItem,공기업지출세부,17,IsBigCust,대량거래처여부,nchar(1),17,60,,,,
1734,_TPEAcOutgoingItem,공기업지출세부,18,CustBankInfo,거래처금융정보,nvarchar(1000),18,60,,,,
1735,_TPEAcOutgoingItem,공기업지출세부,19,BankSeq,금융기관지점내부코드,int(10),19,60,,,,
1736,_TPEAcOutgoingItem,공기업지출세부,20,OppAccSeq,상대계정,int(10),20,60,,,,
1737,_TPEAcOutgoingItem,공기업지출세부,21,VatAccSeq,부가세계정,int(10),21,60,,,,
1738,_TPEAcOutgoingItem,공기업지출세부,22,ChargeAccSeq,수수료계정,int(10),22,60,,,,
1739,_TPEAcOutgoingItem,공기업지출세부,23,IsUsePay,지급명령 사용여부,nchar(1),23,60,,,,
1740,_TPEAcOutgoingItem,공기업지출세부,24,BankAccSeq,계좌코드,int(10),24,60,,,,
1741,_TPEAcOutgoingItem,공기업지출세부,25,CardSeq,카드내부코드,int(10),25,60,,,,
1742,_TPEAcOutgoingItem,공기업지출세부,26,Remark,비고,nvarchar(1000),26,60,,,,
1743,_TPEAcOutgoingItem,공기업지출세부,27,SlipSeq,지출전표내부코드,int(10),27,60,,,,
1744,_TPEAcOutgoingItem,공기업지출세부,28,OnSlipSeq,지급명령전표내부코드,int(10),28,60,,,,
1745,_TPEAcOutgoingItem,공기업지출세부,29,PayOppAccSeq,지급상대계정,int(10),29,60,,,,
1746,_TPEAcOutgoingItem,공기업지출세부,30,PayBankSeq,지급금융기관지점내부코드,int(10),30,60,,,,
1747,_TPEAcOutgoingItem,공기업지출세부,31,PayBankAccSeq,지급계좌코드,int(10),31,60,,,,
1748,_TPEAcOutgoingItem,공기업지출세부,32,PayCardSeq,지급카드내부코드,int(10),32,60,,,,
1749,_TPEAcOutgoingItem,공기업지출세부,33,PayRemark,지급비고,nvarchar(1000),33,60,,,,
1750,_TPEAcOutgoingItem,공기업지출세부,34,LastUserSeq,작업자,int(10),34,60,,,,
1751,_TPEAcOutgoingItem,공기업지출세부,35,LastDateTime,작업일시,datetime(8),35,60,,,,
1752,_TPEAcOutgoingItem,공기업지출세부,36,PayDate,지급명령일,nchar(8),36,60,,,,
1753,_TPEAcOutgoingItem,공기업지출세부,37,PaymentWay,지급방법,nvarchar(1000),37,60,,,,
1754,_TPEAcOutgoingItem,공기업지출세부,38,DetlBizSeq,세부사업코드,int(10),38,60,,,,
1755,_TPEAcOutgoingItem,공기업지출세부,39,CauseSerl,원인행위순번,int(10),39,60,,,,
1756,_TPEAcOutgoingItem,공기업지출세부,40,CustText,거래처(Text),nvarchar(1000),40,60,,,,
1757,_TPEAcOutgoingItem,공기업지출세부,41,UMCostType,비용구분코드,int(10),41,60,,,,
1758,_TPEAcOutgoingItem,공기업지출세부,42,SourceDiv,원천구분,int(10),42,60,,,,
1759,_TPEAcOutgoingItem,공기업지출세부,43,SourceSeq,원천코드,nvarchar(1000),43,60,,,,
1760,_TPEAcOutgoingItem,공기업지출세부,44,IsFundAssign,자금배정사용,nchar(1),44,60,,,,
1761,_TPEAcOutgoingItem,공기업지출세부,45,EmpSeq,사원코드,int(10),45,60,,,,
1762,_TPEAcOutgoingItem,공기업지출세부,46,ExpectedPayDate,출납예정일,nchar(8),46,60,,,,
1763,_TPEAcOutgoingItem,공기업지출세부,47,TaxAmt,예수금,decimal(19),47,60,,,,
1764,_TPEAcOutgoingItem,공기업지출세부,48,BizUnit,사업부문,int(10),48,60,,,,
1765,_TPEAcOutgoingItem,공기업지출세부,49,BgtDeptSeq,예산부서,int(10),49,60,,,,
1766,_TPEAcOutgoingItem,공기업지출세부,50,SMVatType,부가세종류,int(10),50,60,,,,
1767,_TPEAcOutgoingItem,공기업지출세부,51,NDVATSeq,부가세구분,int(10),51,60,,,,
1768,_TPEAcOutgoingItem,공기업지출세부,52,PaymentNo,지급명령번호,nvarchar(50),52,60,,,,
1769,_TPEAcOutgoingItem,공기업지출세부,53,SpeciExpensUser,SpeciExpensUser,nvarchar(1000),53,60,,,,
1770,_TPEAcOutgoingItem,공기업지출세부,54,VatCustSeq,부가세거래처코드,int(10),54,60,,,,
1771,_TPEAcOutgoingItem,공기업지출세부,55,BizNoText,거래처사업자번호(Text),nchar(50),55,60,,,,
1772,_TPEAcOutgoingItem,공기업지출세부,56,SourceDetlBizSeq,원천세부사업,int(10),56,60,,,,
1773,_TPEAcOutgoingItem,공기업지출세부,57,EvidFileSeq,증빙파일코드,int(10),57,60,,,,
1774,_TPEAcOutgoingItem,공기업지출세부,58,EvidFileName,증빙파일명,nvarchar(200),58,60,,,,
1775,_TPEAcOutgoingItem,공기업지출세부,59,BizExpSeq,사업비내부순번,int(10),59,60,,,,
1776,_TPEAcOutgoingItem,공기업지출세부,60,UMSBgtItemSeq,세세목코드,int(10),60,60,,,,
1580,_TPEBasAttachDept,공기업 예산소속부서,1,CompanySeq,법인내부코드,int(10),1,6,CompanySeq,1,,1
1581,_TPEBasAttachDept,공기업 예산소속부서,2,AccYY,회계연도,nchar(4),2,6,AccYY,2,,1
1582,_TPEBasAttachDept,공기업 예산소속부서,3,BgtDeptSeq,예산부서내부코드,int(10),3,6,BgtDeptSeq,3,,1
1583,_TPEBasAttachDept,공기업 예산소속부서,4,AttachDeptSeq,소속부서,int(10),4,6,AttachDeptSeq,4,,1
1584,_TPEBasAttachDept,공기업 예산소속부서,5,LastUserSeq,작성자,int(10),5,6,,,,
1585,_TPEBasAttachDept,공기업 예산소속부서,6,LastDateTime,작성일시,datetime(8),6,6,,,,
1574,_TPEBasBgtDept,공기업 예산부서,1,CompanySeq,법인내부코드,int(10),1,6,CompanySeq,1,,1
1575,_TPEBasBgtDept,공기업 예산부서,2,AccYY,회계연도,nchar(4),2,6,AccYY,2,,1
1576,_TPEBasBgtDept,공기업 예산부서,3,BgtDeptSeq,예산부서내부코드,int(10),3,6,BgtDeptSeq,3,,1
1577,_TPEBasBgtDept,공기업 예산부서,4,DispSort,출력순서,int(10),4,6,,,,
1578,_TPEBasBgtDept,공기업 예산부서,5,LastUserSeq,작성자,int(10),5,6,,,,
1579,_TPEBasBgtDept,공기업 예산부서,6,LastDateTime,작성일시,datetime(8),6,6,,,,
1562,_TPEBgtCfm,공기업 예산편성,1,CompanySeq,법인내부코드,int(10),1,12,CompanySeq,1,,1
1563,_TPEBgtCfm,공기업 예산편성,2,AccYY,회계연도,nchar(4),2,12,AccYY,2,,1
1564,_TPEBgtCfm,공기업 예산편성,3,SMBgtType,예산구분,int(10),3,12,SMBgtType,3,,1
1565,_TPEBgtCfm,공기업 예산편성,4,CompileDeg,편성차수,int(10),4,12,CompileDeg,4,,1
1566,_TPEBgtCfm,공기업 예산편성,5,CompileDesc,편성내용,nvarchar(200),5,12,,,,
1567,_TPEBgtCfm,공기업 예산편성,6,ApplyDate,적용일,nchar(8),6,12,,,,
1568,_TPEBgtCfm,공기업 예산편성,7,IsCfm,확정여부,nchar(1),7,12,,,,
1569,_TPEBgtCfm,공기업 예산편성,8,Remark,비고,nvarchar(100),8,12,,,,
1570,_TPEBgtCfm,공기업 예산편성,9,LastUserSeq,작성자,int(10),9,12,,,,
1571,_TPEBgtCfm,공기업 예산편성,10,LastDateTime,작성일시,datetime(8),10,12,,,,
1572,_TPEBgtCfm,공기업 예산편성,11,PreAppIsCfm,성립전적용여부,nchar(1),11,12,,,,
1573,_TPEBgtCfm,공기업 예산편성,12,PreDemdDeg,성립전요구차수,int(10),12,12,,,,
1906,_TPEBgtChgBulk,공기업 예산일괄변경,1,CompanySeq,법인내부코드,int(10),1,9,,,,
1907,_TPEBgtChgBulk,공기업 예산일괄변경,2,ChgBulkSeq,일괄변경내부코드,int(10),2,9,,,,
1908,_TPEBgtChgBulk,공기업 예산일괄변경,3,AccYY,회계연도,nchar(4),3,9,,,,
1909,_TPEBgtChgBulk,공기업 예산일괄변경,4,SMExpKind,재원구분,int(10),4,9,,,,
1910,_TPEBgtChgBulk,공기업 예산일괄변경,5,ChgBulkDate,일괄변경일,nchar(8),5,9,,,,
1911,_TPEBgtChgBulk,공기업 예산일괄변경,6,ChgBulkDesc,일괄변경내역,nvarchar(100),6,9,,,,
1912,_TPEBgtChgBulk,공기업 예산일괄변경,7,IsCfm,확정여부,nchar(1),7,9,,,,
1913,_TPEBgtChgBulk,공기업 예산일괄변경,8,LastUserSeq,작성자,int(10),8,9,,,,
1914,_TPEBgtChgBulk,공기업 예산일괄변경,9,LastDateTime,작성일시,datetime(8),9,9,,,,
1915,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,1,CompanySeq,법인내부코드,int(10),1,16,,,,
1916,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,2,ChgBulkSeq,일괄변경내부코드,int(10),2,16,,,,
1917,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,3,Serl,순번,int(10),3,16,,,,
1918,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,4,UMObjType,변경대상,int(10),4,16,,,,
1919,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,5,BizUnit,사업부문,int(10),5,16,,,,
1920,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,6,AccDeptSeq,발의부서,int(10),6,16,,,,
1921,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,7,BgtDeptSeq,#예산관리단위,int(10),7,16,,,,
1922,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,8,DetlBizSeq,세부사업,int(10),8,16,,,,
1923,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,9,BgtItemSeq,편성목,int(10),9,16,,,,
1924,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,10,BgtClassSeq,통계목,int(10),10,16,,,,
1925,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,11,BgtClassName,통계목명,nvarchar(200),11,16,,,,
1926,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,12,BgtAmt,예산액,decimal(19),12,16,,,,
1927,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,13,ExcAmt,예산집행액,decimal(19),13,16,,,,
1928,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,14,ChgAmt,변경금액,decimal(19),14,16,,,,
1929,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,15,LastUserSeq,작성자,int(10),15,16,,,,
1930,_TPEBgtChgBulkItem,공기업 예산일괄변경세부,16,LastDateTime,작성일시,datetime(8),16,16,,,,
1597,_TPEBgtCompile,공기업 요구예산편성,1,CompanySeq,법인내부코드,int(10),1,18,CompanySeq,1,,1
1598,_TPEBgtCompile,공기업 요구예산편성,2,DemdSeq,편성내부코드,int(10),2,18,DemdSeq,2,,1
1599,_TPEBgtCompile,공기업 요구예산편성,3,AccYY,회계연도,nchar(4),3,18,,,,
1600,_TPEBgtCompile,공기업 요구예산편성,4,SMBgtType,예산구분,int(10),4,18,,,,
1601,_TPEBgtCompile,공기업 요구예산편성,5,SMBgtCate,예산유형,int(10),5,18,,,,
1602,_TPEBgtCompile,공기업 요구예산편성,6,CompileDeg,편성차수,int(10),6,18,,,,
1603,_TPEBgtCompile,공기업 요구예산편성,7,DemdDeg,요구차수,int(10),7,18,,,,
1604,_TPEBgtCompile,공기업 요구예산편성,8,BizUnit,사업부문,int(10),8,18,,,,
1605,_TPEBgtCompile,공기업 요구예산편성,9,AccDeptSeq,발의부서,int(10),9,18,,,,
1606,_TPEBgtCompile,공기업 요구예산편성,10,BgtDeptSeq,#예산관리단위,int(10),10,18,,,,
1607,_TPEBgtCompile,공기업 요구예산편성,11,DetlBizSeq,세부사업,int(10),11,18,,,,
1608,_TPEBgtCompile,공기업 요구예산편성,12,BgtItemSeq,편성목,int(10),12,18,,,,
1609,_TPEBgtCompile,공기업 요구예산편성,13,BgtClassSeq,통계목,int(10),13,18,,,,
1610,_TPEBgtCompile,공기업 요구예산편성,14,BgtClassName,통계목명,nvarchar(200),14,18,,,,
1611,_TPEBgtCompile,공기업 요구예산편성,15,LastUserSeq,작성자,int(10),15,18,,,,
1612,_TPEBgtCompile,공기업 요구예산편성,16,LastDateTime,작성일시,datetime(8),16,18,,,,
1613,_TPEBgtCompile,공기업 요구예산편성,17,AppPgmSeq,화면코드,int(10),17,18,,,,
1614,_TPEBgtCompile,공기업 요구예산편성,18,SourceSeq,원천코드,int(10),18,18,,,,
1459,_TPEBgtCurrAmt,공기업 지출예산현액,1,CompanySeq,법인내부코드,int(10),1,16,CompanySeq,1,,1
1460,_TPEBgtCurrAmt,공기업 지출예산현액,2,AccYY,회계연도,nchar(4),2,16,AccYY,2,,1
1461,_TPEBgtCurrAmt,공기업 지출예산현액,3,SMBgtCurrType,예산현액구분,int(10),3,16,SMBgtCurrType,3,,1
1462,_TPEBgtCurrAmt,공기업 지출예산현액,4,BgtDate,적용일,nchar(8),4,16,BgtDate,4,,1
1463,_TPEBgtCurrAmt,공기업 지출예산현액,5,BizUnit,사업부문,int(10),5,16,BizUnit,5,,1
1464,_TPEBgtCurrAmt,공기업 지출예산현액,6,AccDeptSeq,발의부서,int(10),6,16,AccDeptSeq,6,,1
1465,_TPEBgtCurrAmt,공기업 지출예산현액,7,BgtDeptSeq,#예산관리단위,int(10),7,16,BgtDeptSeq,7,,1
1466,_TPEBgtCurrAmt,공기업 지출예산현액,8,DetlBizSeq,세부사업,int(10),8,16,DetlBizSeq,8,,1
1467,_TPEBgtCurrAmt,공기업 지출예산현액,9,BgtItemSeq,편성목,int(10),9,16,BgtItemSeq,9,,1
1468,_TPEBgtCurrAmt,공기업 지출예산현액,10,BgtClassSeq,통계목,int(10),10,16,BgtClassSeq,10,,1
1469,_TPEBgtCurrAmt,공기업 지출예산현액,11,BgtClassName,통계목명,nvarchar(200),11,16,BgtClassName,11,,1
1470,_TPEBgtCurrAmt,공기업 지출예산현액,12,SMExpKind,지출구분,int(10),12,16,SMExpKind,12,,1
1471,_TPEBgtCurrAmt,공기업 지출예산현액,13,CurrAmt,금액,decimal(19),13,16,,,,
1472,_TPEBgtCurrAmt,공기업 지출예산현액,14,LastUserSeq,작업자,int(10),14,16,,,,
1473,_TPEBgtCurrAmt,공기업 지출예산현액,15,LastDateTime,작업일시,datetime(8),15,16,,,,
1474,_TPEBgtCurrAmt,공기업 지출예산현액,16,CompileDeg,편성차수,int(10),16,16,,,,
1507,_TPEBgtDetlBiz,공기업 예산세부사업,1,CompanySeq,법인내부코드,int(10),1,45,CompanySeq,1,,1
1508,_TPEBgtDetlBiz,공기업 예산세부사업,2,DetlBizSeq,세부사업내부코드,int(10),2,45,DetlBizSeq,2,,1
1509,_TPEBgtDetlBiz,공기업 예산세부사업,3,AccYY,회계연도,nchar(4),3,45,,,,
1510,_TPEBgtDetlBiz,공기업 예산세부사업,4,PolicyBizSeq,정책사업내부코드,int(10),4,45,,,,
1511,_TPEBgtDetlBiz,공기업 예산세부사업,5,UnitBizSeq,단위사업내부코드,int(10),5,45,,,,
1512,_TPEBgtDetlBiz,공기업 예산세부사업,6,DetlBizNo,세부사업외부코드,nvarchar(50),6,45,,,,
1513,_TPEBgtDetlBiz,공기업 예산세부사업,7,DetlBizName,세부사업명,nvarchar(200),7,45,,,,
1514,_TPEBgtDetlBiz,공기업 예산세부사업,8,DeptSeq,부서내부코드,int(10),8,45,,,,
1515,_TPEBgtDetlBiz,공기업 예산세부사업,9,UMDriveType,추진여부,int(10),9,45,,,,
1516,_TPEBgtDetlBiz,공기업 예산세부사업,10,SMDetlUnBiz,세부비사업구분,int(10),10,45,,,,
1517,_TPEBgtDetlBiz,공기업 예산세부사업,11,UMAccKind,회계구분,int(10),11,45,,,,
1518,_TPEBgtDetlBiz,공기업 예산세부사업,12,UMBizKind,사업구분,int(10),12,45,,,,
1519,_TPEBgtDetlBiz,공기업 예산세부사업,13,BizAmt,당해년도사업비,decimal(17),13,45,,,,
1520,_TPEBgtDetlBiz,공기업 예산세부사업,14,TotalAmt,총사업비,decimal(17),14,45,,,,
1521,_TPEBgtDetlBiz,공기업 예산세부사업,15,SMBizMethod,사업유형,int(10),15,45,,,,
1522,_TPEBgtDetlBiz,공기업 예산세부사업,16,SMBizType,사업형태,int(10),16,45,,,,
1523,_TPEBgtDetlBiz,공기업 예산세부사업,17,UMSupportType,지원형태,int(10),17,45,,,,
1524,_TPEBgtDetlBiz,공기업 예산세부사업,18,BizBegDate,사업시작일,nchar(8),18,45,,,,
1525,_TPEBgtDetlBiz,공기업 예산세부사업,19,BizEndDate,사업종료일,nchar(8),19,45,,,,
1526,_TPEBgtDetlBiz,공기업 예산세부사업,20,IsConsign,수탁사업여부,nchar(1),20,45,,,,
1527,_TPEBgtDetlBiz,공기업 예산세부사업,21,BizAim,사업목적,nvarchar(1000),21,45,,,,
1528,_TPEBgtDetlBiz,공기업 예산세부사업,22,BizSize,사업규모,nvarchar(1000),22,45,,,,
1529,_TPEBgtDetlBiz,공기업 예산세부사업,23,BizCont,사업내용,nvarchar(1000),23,45,,,,
1530,_TPEBgtDetlBiz,공기업 예산세부사업,24,SupportCont,지원조건,nvarchar(1000),24,45,,,,
1531,_TPEBgtDetlBiz,공기업 예산세부사업,25,DriveGrounds,추진근거,nvarchar(1000),25,45,,,,
1532,_TPEBgtDetlBiz,공기업 예산세부사업,26,EnforceSubject,시행주체,nvarchar(1000),26,45,,,,
1533,_TPEBgtDetlBiz,공기업 예산세부사업,27,SMWorkingStatus,진행상태,int(10),27,45,,,,
1534,_TPEBgtDetlBiz,공기업 예산세부사업,28,DispSort,순서,int(10),28,45,,,,
1535,_TPEBgtDetlBiz,공기업 예산세부사업,29,ReqEmpSeq,요청자,int(10),29,45,,,,
1536,_TPEBgtDetlBiz,공기업 예산세부사업,30,ReqDate,요청일,nvarchar(8),30,45,,,,
1537,_TPEBgtDetlBiz,공기업 예산세부사업,31,SetEmpSeq,확정자,int(10),31,45,,,,
1538,_TPEBgtDetlBiz,공기업 예산세부사업,32,SetDate,확정일,nvarchar(8),32,45,,,,
1539,_TPEBgtDetlBiz,공기업 예산세부사업,33,CCtrSeq,활동센터코드,int(10),33,45,,,,
1540,_TPEBgtDetlBiz,공기업 예산세부사업,34,LastUserSeq,작성자,int(10),34,45,,,,
1541,_TPEBgtDetlBiz,공기업 예산세부사업,35,LastDateTime,작성일시,datetime(8),35,45,,,,
1542,_TPEBgtDetlBiz,공기업 예산세부사업,36,BgtInComing,수입예산사용,nchar(1),36,45,,,,
1543,_TPEBgtDetlBiz,공기업 예산세부사업,37,BgtOutComing,지출예산사용,nchar(1),37,45,,,,
1544,_TPEBgtDetlBiz,공기업 예산세부사업,38,FileSeq,파일순번,int(10),38,45,,,,
1545,_TPEBgtDetlBiz,공기업 예산세부사업,39,IsFundAssign,자금배정사용여부,nchar(1),39,45,,,,
1546,_TPEBgtDetlBiz,공기업 예산세부사업,40,AccUnit,회계단위,int(10),40,45,,,,
1547,_TPEBgtDetlBiz,공기업 예산세부사업,41,IsEnd,마감여부,nchar(1),41,45,,,,
1548,_TPEBgtDetlBiz,공기업 예산세부사업,42,IsEndEmpSeq,마감담당자,int(10),42,45,,,,
1549,_TPEBgtDetlBiz,공기업 예산세부사업,43,BgtCurrYN,예산미통제,nchar(1),43,45,,,,
1550,_TPEBgtDetlBiz,공기업 예산세부사업,44,DetlAgencyCode,세부사업기관코드,nvarchar(30),44,45,,,,
1551,_TPEBgtDetlBiz,공기업 예산세부사업,45,SubjSeq,연구과제내부코드,int(10),45,45,,,,
2104,_TPEBgtDetlBizCardAcc,공기업 예산사업별카드,1,CompanySeq,회사내부코드,int(10),1,9,,,,
2105,_TPEBgtDetlBizCardAcc,공기업 예산사업별카드,2,CardSeq,카드코드,int(10),2,9,,,,
2106,_TPEBgtDetlBizCardAcc,공기업 예산사업별카드,3,AccYY,회계년도,nchar(4),3,9,,,,
2107,_TPEBgtDetlBizCardAcc,공기업 예산사업별카드,4,DetlBizSeq,세부사업코드,int(10),4,9,,,,
2108,_TPEBgtDetlBizCardAcc,공기업 예산사업별카드,5,DeptSeq,사용부서코드,int(10),5,9,,,,
2109,_TPEBgtDetlBizCardAcc,공기업 예산사업별카드,6,IsCommon,공통여부,nchar(1),6,9,,,,
2110,_TPEBgtDetlBizCardAcc,공기업 예산사업별카드,7,BgtDeptSeq,예산부서,int(10),7,9,,,,
